year,tas
1972,2.23893805
1973,4.15049115
1974,3.98047640
1975,3.31164307
1976,3.13300295
1977,3.84584661
1978,3.18837758
1979,4.95953245
1980,3.81561504
1981,4.94453982
1982,3.50902802
1983,3.54093805
1984,5.29379646
1985,5.18938791
1986,4.06627139
1987,4.88466667
1988,5.05253835
1989,4.49561947
1990,4.53852360
1991,3.22530236
1992,2.87806932
1993,5.24604425
1994,3.66923304
1995,4.09164749
1996,3.73313864
1997,4.51993215
1998,5.38363864
1999,5.29593953
2000,5.31416667
2001,4.61562684
2002,5.60383038
2003,6.09636726
2004,5.40837906
2005,3.99626401
2006,3.23081711
2007,3.57104720
2008,5.08072271
2009,3.20179351
2010,4.77078319
2011,6.27699263
2012,3.81647640
2013,5.02790708
2014,6.40806637
2015,4.73301032
2016,6.29915782
2017,5.15019469
2018,4.86272419
2019,4.72001917
2020,6.10717699
2021,6.67392920
2022,5.41939528
2023,5.87191445
2024,5.93986283
