year,tas
1972,8.00494048
1973,7.86797426
1974,7.53488970
1975,7.41207878
1976,6.53813504
1977,7.87768046
1978,7.46793828
1979,7.51070437
1980,8.99471823
1981,8.41037131
1982,6.30314460
1983,8.18170912
1984,7.63133391
1985,7.43883406
1986,8.34721931
1987,8.05904727
1988,8.12176340
1989,8.48761179
1990,7.67706162
1991,7.63688090
1992,7.06690413
1993,8.46231728
1994,6.70533625
1995,7.30784350
1996,8.29812085
1997,8.03726022
1998,7.99070293
1999,9.21599025
2000,8.01038261
2001,9.06727215
2002,6.77213347
2003,7.26810790
2004,7.29778059
2005,7.82275951
2006,7.67324986
2007,6.84834495
2008,7.43349473
2009,6.34337157
2010,8.50922305
2011,7.77451736
2012,6.93521351
2013,8.02429532
2014,7.46383047
2015,8.35097247
2016,8.27119081
2017,8.90313123
2018,8.09470384
2019,6.92382759
2020,8.50621209
2021,8.89386089
2022,7.48796542
2023,7.98569152
2024,7.96550299
