year,pr
1961,145.61145244
1962,150.55957706
1963,132.06855800
1964,179.27984510
1965,169.72443652
1966,124.30109651
1967,186.46630406
1968,156.64111914
1969,105.65736663
1970,147.52625533
1971,97.72414933
1972,261.48131581
1973,112.78509268
1974,101.14882082
1975,192.43929162
1976,107.34804630
1977,85.56425028
1978,126.67324863
1979,219.87013315
1980,200.80761465
1981,171.30325472
1982,128.84609695
1983,155.99765904
1984,191.44948220
1985,92.04929075
1986,118.38057610
1987,234.33030198
1988,169.23847359
1989,155.95838482
1990,145.11151336
1991,66.85037856
1992,125.95074406
1993,123.70553477
1994,119.19536159
1995,226.82721260
1996,138.04569663
1997,130.05617440
1998,185.33990949
1999,165.10785832
2000,94.84479158
2001,90.40027848
2002,142.80980768
2003,94.18642416
2004,98.84358193
2005,166.30991211
2006,119.36664346
2007,159.42776956
2008,108.54793317
2009,85.33184231
2010,111.51822296
2011,156.66906274
2012,145.04481768
2013,75.98824297
2014,78.80717953
2015,105.96172657
2016,130.03595858
2017,136.94969977
2018,150.64635802
2019,147.70244539
2020,103.30869376
2021,121.30941606
2022,87.18033243
2023,169.67975807
2024,102.27714733
