year,sfcWind
1997,3.73732026
1998,4.14706586
1999,3.72054274
2000,3.51951545
2001,3.32377915
2002,4.18044819
2003,2.81926847
2004,3.77389809
2005,3.32878831
2006,3.90964863
2007,3.63584903
2008,3.31790179
2009,3.50841225
2010,4.15423567
2011,3.19881968
2012,3.46395248
2013,2.75690086
2014,2.90811073
2015,2.99646661
2016,3.07731329
2017,2.70519099
2018,2.89826967
2019,2.64866134
2020,2.94284913
2021,2.83431567
2022,2.62452158
2023,3.42869740
2024,3.64503856
