year,pr
1961,297.77371795
1962,254.29102564
1963,182.49145299
1964,328.20363248
1965,230.40491453
1966,140.73888889
1967,172.95940171
1968,201.97564103
1969,89.56324786
1970,270.85641026
1971,102.68589744
1972,262.35427350
1973,68.09401709
1974,420.62435897
1975,227.70619658
1976,296.83034188
1977,181.88525641
1978,310.69145299
1979,200.65833333
1980,179.69829060
1981,333.46282051
1982,180.75534188
1983,290.73995726
1984,340.33290598
1985,171.37820513
1986,196.81346154
1987,90.93482906
1988,367.89209402
1989,170.83440171
1990,233.67564103
1991,177.00726496
1992,280.98034188
1993,67.82158120
1994,277.85277778
1995,249.67179487
1996,201.71282051
1997,115.19658120
1998,397.87179487
1999,166.66709402
2000,171.03653846
2001,47.12713675
2002,73.26773504
2003,59.93119658
2004,182.62628205
2005,252.88867521
2006,161.45235043
2007,114.51709402
2008,364.98653846
2009,165.14957265
2010,60.06666667
2011,211.88311966
2012,245.82350427
2013,77.88183761
2014,128.44508547
2015,186.36794872
2016,274.72500000
2017,170.06153846
2018,280.36303419
2019,249.17564103
2020,125.82200855
2021,347.16623932
2022,351.57542735
2023,90.96666667
2024,138.61260684
