year,sfcWind
1997,3.54422210
1998,3.86931487
1999,3.34481016
2000,3.13598344
2001,2.89538681
2002,3.41587211
2003,2.58567228
2004,3.29012561
2005,3.12466743
2006,3.20803311
2007,3.03266629
2008,3.04875535
2009,3.21680274
2010,3.54005995
2011,2.95977448
2012,2.94214673
2013,2.47809877
2014,2.56516415
2015,2.58284899
2016,2.51972309
2017,2.48017699
2018,2.91986583
2019,2.34749072
2020,2.50152441
2021,2.53693977
2022,2.47712247
2023,2.99283186
2024,2.90123323
