year,pr
1961,273.71956660
1962,261.70847674
1963,228.03798598
1964,243.59139579
1965,298.68291906
1966,194.80541746
1967,297.75105163
1968,369.16328872
1969,270.66864245
1970,325.36258764
1971,335.31485022
1972,344.01746335
1973,281.71325685
1974,187.69738687
1975,209.16615679
1976,135.74040790
1977,240.55621415
1978,320.54174634
1979,257.92135118
1980,325.67616316
1981,241.46290631
1982,307.40962396
1983,312.56271511
1984,287.36551944
1985,202.65729764
1986,192.29745061
1987,269.89541109
1988,361.47329509
1989,178.67507967
1990,212.35799873
1991,228.69012110
1992,238.21115360
1993,223.11555131
1994,274.86418101
1995,401.59592097
1996,328.55047801
1997,258.98342894
1998,275.40681963
1999,342.91351179
2000,307.19866157
2001,215.84263862
2002,298.14308477
2003,278.90892288
2004,256.64008923
2005,207.20936902
2006,333.79866157
2007,266.14053537
2008,294.16749522
2009,160.59713193
2010,219.90031867
2011,270.65525813
2012,328.74990440
2013,277.23078394
2014,264.59827916
2015,225.47775653
2016,295.55245379
2017,176.24104525
2018,324.13868706
2019,301.84040790
2020,290.15321861
2021,284.39757808
2022,237.44391332
2023,287.46029318
2024,405.09738687
