year,pr
1961,61.55582524
1962,75.37961165
1963,79.81893204
1964,41.55533981
1965,150.89902913
1966,259.92184466
1967,232.50388350
1968,52.61796117
1969,205.58980583
1970,41.61165049
1971,142.20145631
1972,35.44320388
1973,6.35339806
1974,45.35000000
1975,42.64077670
1976,40.29708738
1977,29.96407767
1978,39.91699029
1979,172.68106796
1980,131.33640777
1981,55.12233010
1982,133.38058252
1983,33.87864078
1984,80.75000000
1985,175.26941748
1986,127.83252427
1987,33.95582524
1988,91.05922330
1989,45.01262136
1990,10.48786408
1991,88.57281553
1992,42.51067961
1993,40.91019417
1994,35.46456311
1995,79.47427184
1996,80.09417476
1997,71.71844660
1998,99.64126214
1999,32.22766990
2000,23.37038835
2001,125.58349515
2002,65.90728155
2003,89.92864078
2004,257.81504854
2005,70.89368932
2006,17.39223301
2007,13.59223301
2008,91.50728155
2009,159.05388350
2010,15.87524272
2011,17.56747573
2012,99.55776699
2013,30.31941748
2014,24.51699029
2015,40.93932039
2016,132.73106796
2017,92.66893204
2018,219.86165049
2019,35.23155340
2020,11.11893204
2021,68.59757282
2022,77.29902913
2023,277.51310680
2024,37.92427184
